Time	Count
07:01	1,320,195
07:33	2,017,807
08:47	2,020,148
09:24	2,018,297
10:54	1,617,982
12:02	2,119,074
13:11	1,808,483
14:30	2,418,356
15:34	1,907,795
16:19	2,321,094
17:21	1,108,985
18:27	2,319,896
19:31	2,301,604
22:57	1,908,620
23:26	2,018,432
23:54	1,917,900
